name,review_count,rating,price,distance,category_1,category_2,category_3,yelp_bike_station_coordinates,bikes
Publix,120,3.0,2,717.6489945625739,Drugstores,Grocery,Grocery,"25.84666,-80.12078",10
Walgreens,22,2.5,1,489.89967538078713,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.84666,-80.12078",10
Ruben's Liquors,10,3.5,2,1229.7841936886257,"Beer, Wine & Spirits",,,"25.84666,-80.12078",10
Normandy Village Marketplace,11,3.0,1,1286.6619523316474,Farmers Market,,,"25.84666,-80.12078",10
Juices & Bites,1,5.0,1,1237.5822809767365,Juice Bars & Smoothies,,,"25.84666,-80.12078",10
Café Prima Pasta,1201,4.5,2,621.4547309246631,Italian,Wine Bars,Wine Bars,"25.85069,-80.120628",5
Pink Love Donuts & More,67,4.0,2,30.292047743978355,Donuts,Breakfast & Brunch,Breakfast & Brunch,"25.85069,-80.120628",5
Love Brunch,61,4.5,2,187.70691530505863,Bagels,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.85069,-80.120628",5
Don Pan - Miami Beach,76,4.0,1,139.248514525375,Bakeries,Coffee & Tea,Coffee & Tea,"25.85069,-80.120628",5
Burgers and Shakes,726,4.0,2,998.8083472130984,Burgers,Coffee & Tea,Coffee & Tea,"25.85069,-80.120628",5
Cachito Coffee & Bakery,322,4.5,1,622.9432328309849,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.85069,-80.120628",5
La Sandwicherie - North Beach,144,4.5,2,962.2813732845112,Sandwiches,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.85069,-80.120628",5
juice & coffee bar,58,4.5,1,650.5894188541263,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.85069,-80.120628",5
Moises Bakery,209,4.0,1,901.3603368017352,Bakeries,Venezuelan,Venezuelan,"25.85069,-80.120628",5
Manolo,541,3.0,2,880.419521727801,Coffee & Tea,Argentine,Argentine,"25.85069,-80.120628",5
Walgreens,22,2.5,1,41.56800099891559,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.85069,-80.120628",5
Athens Juice Bar,125,4.5,1,498.0416145356264,Juice Bars & Smoothies,,,"25.85069,-80.120628",5
Buenos Aires Bakery & Cafe,275,3.5,1,593.3848724275562,Bakeries,Argentine,Argentine,"25.85069,-80.120628",5
VIVA LA PASTA,31,4.5,1,900.6933821562039,Pasta Shops,,,"25.85069,-80.120628",5
Carrot Express,136,4.0,2,687.2718756366426,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.85069,-80.120628",5
Bodegon 71,67,4.0,2,960.172243338903,Argentine,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.85069,-80.120628",5
Publix,120,3.0,2,269.3641992446091,Drugstores,Grocery,Grocery,"25.85069,-80.120628",5
Mimmo's Mozzarella Miami Beach,15,4.5,2,590.9566064833069,Cheese Shops,Italian,Italian,"25.85069,-80.120628",5
Ruben's Liquors,10,3.5,2,947.4087609213652,"Beer, Wine & Spirits",,,"25.85069,-80.120628",5
Walgreens,30,2.5,2,965.9370943466351,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.85069,-80.120628",5
Café Prima Pasta,1201,4.5,2,279.3662296918981,Italian,Wine Bars,Wine Bars,"25.854211,-80.120712",1
Cachito Coffee & Bakery,322,4.5,1,235.10462896403635,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.854211,-80.120712",1
juice & coffee bar,58,4.5,1,261.7449118738853,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.854211,-80.120712",1
Don Pan - Miami Beach,76,4.0,1,252.8817947088297,Bakeries,Coffee & Tea,Coffee & Tea,"25.854211,-80.120712",1
Burgers and Shakes,726,4.0,2,607.2012378472168,Burgers,Coffee & Tea,Coffee & Tea,"25.854211,-80.120712",1
Pink Love Donuts & More,67,4.0,2,421.6966926687821,Donuts,Breakfast & Brunch,Breakfast & Brunch,"25.854211,-80.120712",1
La Sandwicherie - North Beach,144,4.5,2,570.71112316183,Sandwiches,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.854211,-80.120712",1
Buenos Aires Bakery & Cafe,275,3.5,1,204.3667988483573,Bakeries,Argentine,Argentine,"25.854211,-80.120712",1
Carrot Express,136,4.0,2,297.3893746088728,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.854211,-80.120712",1
Love Brunch,61,4.5,2,578.8115110649328,Bagels,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.854211,-80.120712",1
Athens Juice Bar,125,4.5,1,106.87975822227966,Juice Bars & Smoothies,,,"25.854211,-80.120712",1
Moises Bakery,209,4.0,1,510.3362853081406,Bakeries,Venezuelan,Venezuelan,"25.854211,-80.120712",1
Mimmo's Mozzarella Miami Beach,15,4.5,2,200.429320524915,Cheese Shops,Italian,Italian,"25.854211,-80.120712",1
Manolo,541,3.0,2,489.3352355612323,Coffee & Tea,Argentine,Argentine,"25.854211,-80.120712",1
VIVA LA PASTA,31,4.5,1,509.0896603090627,Pasta Shops,,,"25.854211,-80.120712",1
Publix,120,3.0,2,122.47081357303246,Drugstores,Grocery,Grocery,"25.854211,-80.120712",1
Bodegon 71,67,4.0,2,826.0020021826977,Argentine,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.854211,-80.120712",1
Walgreens,22,2.5,1,350.04088445787,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.854211,-80.120712",1
Bay Supermarket,16,3.5,1,792.1067674609134,Grocery,,,"25.854211,-80.120712",1
Walgreens,30,2.5,2,574.6659985937213,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.854211,-80.120712",1
Café Prima Pasta,1201,4.5,2,52.666233881676526,Italian,Wine Bars,Wine Bars,"25.8558358,-80.1232378",10
Cachito Coffee & Bakery,322,4.5,1,200.64288578740883,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.8558358,-80.1232378",10
Burgers and Shakes,726,4.0,2,489.0457935746565,Burgers,Coffee & Tea,Coffee & Tea,"25.8558358,-80.1232378",10
juice & coffee bar,58,4.5,1,306.02842701580533,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.8558358,-80.1232378",10
Manolo,541,3.0,2,370.7425529808946,Coffee & Tea,Argentine,Argentine,"25.8558358,-80.1232378",10
La Sandwicherie - North Beach,144,4.5,2,463.6354477718746,Sandwiches,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.8558358,-80.1232378",10
Moises Bakery,209,4.0,1,386.2041739825441,Bakeries,Venezuelan,Venezuelan,"25.8558358,-80.1232378",10
Buenos Aires Bakery & Cafe,275,3.5,1,209.40458226376916,Bakeries,Argentine,Argentine,"25.8558358,-80.1232378",10
Carrot Express,136,4.0,2,310.6428600740842,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.8558358,-80.1232378",10
Love Brunch,61,4.5,2,799.0820241919807,Bagels,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.8558358,-80.1232378",10
Don Pan - Miami Beach,76,4.0,1,499.6785753742554,Bakeries,Coffee & Tea,Coffee & Tea,"25.8558358,-80.1232378",10
Pink Love Donuts & More,67,4.0,2,655.3277694205015,Donuts,Breakfast & Brunch,Breakfast & Brunch,"25.8558358,-80.1232378",10
Athens Juice Bar,125,4.5,1,271.7570001158737,Juice Bars & Smoothies,,,"25.8558358,-80.1232378",10
VIVA LA PASTA,31,4.5,1,409.46564935675593,Pasta Shops,,,"25.8558358,-80.1232378",10
Mimmo's Mozzarella Miami Beach,15,4.5,2,223.6499710445783,Cheese Shops,Italian,Italian,"25.8558358,-80.1232378",10
Bodegon 71,67,4.0,2,574.8455449318751,Argentine,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.8558358,-80.1232378",10
Publix,120,3.0,2,400.1440126701256,Drugstores,Grocery,Grocery,"25.8558358,-80.1232378",10
Pandebono Bakery,9,2.5,1,143.01828829118278,Bakeries,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.8558358,-80.1232378",10
Bay Supermarket,16,3.5,1,513.7785564963854,Grocery,,,"25.8558358,-80.1232378",10
Walgreens,30,2.5,2,444.83281388365134,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.8558358,-80.1232378",10
Bodegon 71,67,4.0,2,924.8319873617512,Argentine,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.852079,-80.13755",13
Walgreens,26,3.0,2,450.9641157933697,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.852079,-80.13755",13
Ruben's Liquors,10,3.5,2,943.3369886694466,"Beer, Wine & Spirits",,,"25.852079,-80.13755",13
Bay Supermarket,16,3.5,1,1017.980912888596,Grocery,,,"25.852079,-80.13755",13
Sabor Tropical Supermarket,11,2.5,2,934.844522057648,Grocery,,,"25.852079,-80.13755",13
Normandy Village Marketplace,11,3.0,1,928.6256159777824,Farmers Market,,,"25.852079,-80.13755",13
Cj Cafe,8,3.5,1,965.8834472990708,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.852079,-80.13755",13
Corner Market,2,3.0,1,526.6874738851924,Convenience Stores,,,"25.852079,-80.13755",13
Mobil,3,1.0,1,524.07060810729,Gas Stations,Convenience Stores,Convenience Stores,"25.852079,-80.13755",13
Eli-Mar Market Cafeteria,2,4.0,1,640.5159754819848,Fruits & Veggies,Coffee & Tea,Coffee & Tea,"25.852079,-80.13755",13
Juices & Bites,1,5.0,1,924.8319873617512,Juice Bars & Smoothies,,,"25.852079,-80.13755",13
Joe's Cafe,1,5.0,1,965.8834472990708,Coffee & Tea,Cafes,Cafes,"25.852079,-80.13755",13
Bay Mini Market,2,4.0,2,953.1458530956623,Grocery,,,"25.852079,-80.13755",13
Triton Supermarket,6,2.0,2,409.78742586787456,Grocery,,,"25.852079,-80.13755",13
Café Prima Pasta,1201,4.5,2,342.11880099239795,Italian,Wine Bars,Wine Bars,"25.857971,-80.125305",7
Burgers and Shakes,726,4.0,2,484.6947130535115,Burgers,Coffee & Tea,Coffee & Tea,"25.857971,-80.125305",7
Cachito Coffee & Bakery,322,4.5,1,444.5846008221139,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.857971,-80.125305",7
La Sandwicherie - North Beach,144,4.5,2,482.2833812459845,Sandwiches,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.857971,-80.125305",7
juice & coffee bar,58,4.5,1,527.7336191775888,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.857971,-80.125305",7
Manolo,541,3.0,2,420.94145498467486,Coffee & Tea,Argentine,Argentine,"25.857971,-80.125305",7
Moises Bakery,209,4.0,1,421.3935955792047,Bakeries,Venezuelan,Venezuelan,"25.857971,-80.125305",7
Love Brunch,61,4.5,2,1095.9558199694598,Bagels,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.857971,-80.125305",7
Pink Love Donuts & More,67,4.0,2,959.9127761482048,Donuts,Breakfast & Brunch,Breakfast & Brunch,"25.857971,-80.125305",7
Bodegon 71,67,4.0,2,486.2467166915816,Argentine,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.857971,-80.125305",7
Carrot Express,136,4.0,2,510.61416023902433,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.857971,-80.125305",7
VIVA LA PASTA,31,4.5,1,460.5426741085492,Pasta Shops,,,"25.857971,-80.125305",7
Don Pan - Miami Beach,76,4.0,1,810.8551187669223,Bakeries,Coffee & Tea,Coffee & Tea,"25.857971,-80.125305",7
Buenos Aires Bakery & Cafe,275,3.5,1,469.3891551925671,Bakeries,Argentine,Argentine,"25.857971,-80.125305",7
Athens Juice Bar,125,4.5,1,562.4716005773536,Juice Bars & Smoothies,,,"25.857971,-80.125305",7
Mimmo's Mozzarella Miami Beach,15,4.5,2,482.7900708416347,Cheese Shops,Italian,Italian,"25.857971,-80.125305",7
Bay Supermarket,16,3.5,1,375.45253291131473,Grocery,,,"25.857971,-80.125305",7
Walgreens,30,2.5,2,444.309072269562,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.857971,-80.125305",7
Ruben's Liquors,10,3.5,2,469.64050874463976,"Beer, Wine & Spirits",,,"25.857971,-80.125305",7
Pandebono Bakery,9,2.5,1,207.6950904957552,Bakeries,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.857971,-80.125305",7
Café Prima Pasta,1201,4.5,2,307.07274736278697,Italian,Wine Bars,Wine Bars,"25.858234,-80.121002",0
Burgers and Shakes,726,4.0,2,160.4977982417414,Burgers,Coffee & Tea,Coffee & Tea,"25.858234,-80.121002",0
La Sandwicherie - North Beach,144,4.5,2,126.27701712241974,Sandwiches,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.858234,-80.121002",0
Cachito Coffee & Bakery,322,4.5,1,221.3030579579965,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.858234,-80.121002",0
Manolo,541,3.0,2,42.82945903615438,Coffee & Tea,Argentine,Argentine,"25.858234,-80.121002",0
juice & coffee bar,58,4.5,1,202.55947713183653,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.858234,-80.121002",0
Moises Bakery,209,4.0,1,63.61551821885541,Bakeries,Venezuelan,Venezuelan,"25.858234,-80.121002",0
Carrot Express,136,4.0,2,165.45517101672004,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.858234,-80.121002",0
Buenos Aires Bakery & Cafe,275,3.5,1,248.26790139669325,Bakeries,Argentine,Argentine,"25.858234,-80.121002",0
VIVA LA PASTA,31,4.5,1,65.13658036462697,Pasta Shops,,,"25.858234,-80.121002",0
Pink Love Donuts & More,67,4.0,2,869.6807914741571,Donuts,Breakfast & Brunch,Breakfast & Brunch,"25.858234,-80.121002",0
Athens Juice Bar,125,4.5,1,342.89348926857,Juice Bars & Smoothies,,,"25.858234,-80.121002",0
Mimmo's Mozzarella Miami Beach,15,4.5,2,249.13311750552927,Cheese Shops,Italian,Italian,"25.858234,-80.121002",0
Don Pan - Miami Beach,76,4.0,1,700.6200588180145,Bakeries,Coffee & Tea,Coffee & Tea,"25.858234,-80.121002",0
Walgreens,30,2.5,2,126.49945904713294,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.858234,-80.121002",0
Bodegon 71,67,4.0,2,867.6193716736433,Argentine,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.858234,-80.121002",0
Collins Liquor Store,2,4.0,2,82.46948405124351,"Beer, Wine & Spirits",,,"25.858234,-80.121002",0
CVS Pharmacy,25,1.5,3,176.66563931805595,Drugstores,Pharmacy,Pharmacy,"25.858234,-80.121002",0
M & L Food Market,19,2.5,1,246.98897901901563,Grocery,,,"25.858234,-80.121002",0
Publix,120,3.0,2,570.7451682925682,Drugstores,Grocery,Grocery,"25.858234,-80.121002",0
Burgers and Shakes,726,4.0,2,176.5359555636995,Burgers,Coffee & Tea,Coffee & Tea,"25.861253,-80.120704",3
Café Prima Pasta,1201,4.5,2,623.4432241058107,Italian,Wine Bars,Wine Bars,"25.861253,-80.120704",3
La Sandwicherie - North Beach,144,4.5,2,212.3460315812253,Sandwiches,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.861253,-80.120704",3
Manolo,541,3.0,2,299.1448825822704,Coffee & Tea,Argentine,Argentine,"25.861253,-80.120704",3
Moises Bakery,209,4.0,1,279.23261781706054,Bakeries,Venezuelan,Venezuelan,"25.861253,-80.120704",3
Cachito Coffee & Bakery,322,4.5,1,558.2065639387883,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.861253,-80.120704",3
juice & coffee bar,58,4.5,1,526.6183761556965,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.861253,-80.120704",3
VIVA LA PASTA,31,4.5,1,274.1533823317545,Pasta Shops,,,"25.861253,-80.120704",3
Carrot Express,136,4.0,2,489.1034416056633,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.861253,-80.120704",3
Buenos Aires Bakery & Cafe,275,3.5,1,585.2328107210994,Bakeries,Argentine,Argentine,"25.861253,-80.120704",3
Athens Juice Bar,125,4.5,1,676.5553651084642,Juice Bars & Smoothies,,,"25.861253,-80.120704",3
Bodegon 71,67,4.0,2,1073.192831933593,Argentine,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.861253,-80.120704",3
Walgreens,30,2.5,2,214.54466810058844,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.861253,-80.120704",3
Mimmo's Mozzarella Miami Beach,15,4.5,2,585.627950059471,Cheese Shops,Italian,Italian,"25.861253,-80.120704",3
M & L Food Market,19,2.5,1,95.0562763226676,Grocery,,,"25.861253,-80.120704",3
CVS Pharmacy,25,1.5,3,172.22073883413904,Drugstores,Pharmacy,Pharmacy,"25.861253,-80.120704",3
Collins Liquor Store,2,4.0,2,258.5399859629321,"Beer, Wine & Spirits",,,"25.861253,-80.120704",3
Publix,120,3.0,2,905.2223178911051,Drugstores,Grocery,Grocery,"25.861253,-80.120704",3
Bay Supermarket,16,3.5,1,962.5883924555023,Grocery,,,"25.861253,-80.120704",3
Ruben's Liquors,10,3.5,2,1056.2700575973313,"Beer, Wine & Spirits",,,"25.861253,-80.120704",3
Café Prima Pasta,1201,4.5,2,929.6189532156344,Italian,Wine Bars,Wine Bars,"25.8642,-80.121223",5
Burgers and Shakes,726,4.0,2,505.0913259429059,Burgers,Coffee & Tea,Coffee & Tea,"25.8642,-80.121223",5
La Sandwicherie - North Beach,144,4.5,2,542.240483501403,Sandwiches,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.8642,-80.121223",5
Cachito Coffee & Bakery,322,4.5,1,882.8447215943082,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.8642,-80.121223",5
juice & coffee bar,58,4.5,1,857.8057871533566,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.8642,-80.121223",5
Moises Bakery,209,4.0,1,602.6510880444271,Bakeries,Venezuelan,Venezuelan,"25.8642,-80.121223",5
Manolo,541,3.0,2,623.4423297840378,Coffee & Tea,Argentine,Argentine,"25.8642,-80.121223",5
VIVA LA PASTA,31,4.5,1,603.2360346691374,Pasta Shops,,,"25.8642,-80.121223",5
Buenos Aires Bakery & Cafe,275,3.5,1,911.2187518604936,Bakeries,Argentine,Argentine,"25.8642,-80.121223",5
Athens Juice Bar,125,4.5,1,1005.9813784941576,Juice Bars & Smoothies,,,"25.8642,-80.121223",5
Carrot Express,136,4.0,2,820.1681505008946,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.8642,-80.121223",5
Mimmo's Mozzarella Miami Beach,15,4.5,2,912.7699448496444,Cheese Shops,Italian,Italian,"25.8642,-80.121223",5
Walgreens,30,2.5,2,537.7414582182575,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.8642,-80.121223",5
Bay Supermarket,16,3.5,1,1156.8373791775398,Grocery,,,"25.8642,-80.121223",5
M & L Food Market,19,2.5,1,416.818914288276,Grocery,,,"25.8642,-80.121223",5
CVS Pharmacy,25,1.5,3,489.3177934212737,Drugstores,Pharmacy,Pharmacy,"25.8642,-80.121223",5
Collins Liquor Store,2,4.0,2,588.464336749731,"Beer, Wine & Spirits",,,"25.8642,-80.121223",5
Normandy Village Marketplace,11,3.0,1,1247.0496787520626,Farmers Market,,,"25.8642,-80.121223",5
Pandebono Bakery,9,2.5,1,950.3961432982106,Bakeries,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.8642,-80.121223",5
Sabor Tropical Supermarket,11,2.5,2,1215.3706975475322,Grocery,,,"25.8642,-80.121223",5
Bricked Burgers,34,4.0,2,33452.00967545382,Burgers,Food Trucks,Food Trucks,"25.873098,-80.122093",0
Athleticsfit - Healthy Meals Prep and Delivery,11,4.5,2,7230.835599744843,Food Delivery Services,,,"25.873098,-80.122093",0
Miami Beach Chocolates,74,4.5,2,351.41370105623434,Chocolatiers & Shops,,,"25.88108,-80.122207",1
Street Kitchen,33,4.0,3,418.01355081968177,Steakhouses,Kosher,Kosher,"25.88108,-80.122207",1
Suite Habana Cafe,203,5.0,2,11414.82004529082,Coffee & Tea,Bakeries,Bakeries,"25.88108,-80.122207",1
Serendipity Yogurt Cafe,67,4.0,1,393.4494146625835,Ice Cream & Frozen Yogurt,,,"25.88108,-80.122207",1
Cafe Vert,81,3.5,2,464.7097143653638,Cafes,Breakfast & Brunch,Breakfast & Brunch,"25.88108,-80.122207",1
Nacho Bizness,135,4.5,1,6382.4727551919705,Food Trucks,Tacos,Tacos,"25.88108,-80.122207",1
Walt Grace Vintage,72,5.0,4,11886.331220125328,Guitar Stores,Car Dealers,Car Dealers,"25.88108,-80.122207",1
Wynwood Art Walk Block Party,84,4.5,1,11964.495156890362,Art Galleries,Food Trucks,Food Trucks,"25.88108,-80.122207",1
HipPOPs,149,4.5,1,18701.26540305326,Food Trucks,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.88108,-80.122207",1
Reggae Beets Gourmet Food Truck,61,5.0,1,27049.949380937764,Juice Bars & Smoothies,Food Trucks,Food Trucks,"25.88108,-80.122207",1
Publix,53,3.0,2,334.80295748802746,Grocery,Drugstores,Drugstores,"25.88108,-80.122207",1
Catered Fit,296,4.0,2,35295.44498088984,Food Delivery Services,,,"25.88108,-80.122207",1
Ceviche Bowl,33,5.0,2,38024.21625452701,Food Trucks,Seafood,Seafood,"25.88108,-80.122207",1
La Burguesa,20,5.0,2,37749.43065046099,Hot Dogs,Burgers,Burgers,"25.88108,-80.122207",1
Fit Food Fresh,186,5.0,2,53759.73250322341,Food Delivery Services,,,"25.88108,-80.122207",1
Befit Nutrition,50,4.5,2,38311.56343788408,Food Delivery Services,,,"25.88108,-80.122207",1
Farm To Fork Meals,76,4.0,2,27782.89139313656,Food Delivery Services,Pop-Up Restaurants,Pop-Up Restaurants,"25.88108,-80.122207",1
Tiagos Tacos,342,3.0,2,41533.044453726754,Food Trucks,Tex-Mex,Tex-Mex,"25.88108,-80.122207",1
Bricked Burgers,34,4.0,2,33991.40971265737,Burgers,Food Trucks,Food Trucks,"25.88108,-80.122207",1
Los Jalapeños Taqueria,77,4.0,2,32028.8040602473,Mexican,Food Trucks,Food Trucks,"25.88108,-80.122207",1
Street Kitchen,33,4.0,3,130.5524769859307,Steakhouses,Kosher,Kosher,"25.8834214,-80.123717",2
Miami Beach Chocolates,74,4.5,2,92.73371919562338,Chocolatiers & Shops,,,"25.8834214,-80.123717",2
Cafe Vert,81,3.5,2,185.7227886614606,Cafes,Breakfast & Brunch,Breakfast & Brunch,"25.8834214,-80.123717",2
Serendipity Yogurt Cafe,67,4.0,1,131.88441451255906,Ice Cream & Frozen Yogurt,,,"25.8834214,-80.123717",2
Publix,53,3.0,2,34.88882972552982,Grocery,Drugstores,Drugstores,"25.8834214,-80.123717",2
Suite Habana Cafe,203,5.0,2,11522.724552785328,Coffee & Tea,Bakeries,Bakeries,"25.8834214,-80.123717",2
Nacho Bizness,135,4.5,1,6379.413160326944,Food Trucks,Tacos,Tacos,"25.8834214,-80.123717",2
Walt Grace Vintage,72,5.0,4,11983.483986457635,Guitar Stores,Car Dealers,Car Dealers,"25.8834214,-80.123717",2
Big Daddy's Liquors,13,4.0,2,189.66427293721557,"Beer, Wine & Spirits",,,"25.8834214,-80.123717",2
Starbucks,58,3.5,1,335.25884761156897,Coffee & Tea,,,"25.8834214,-80.123717",2
Coffee Break-Enjoy,92,4.0,1,966.7700615916714,Patisserie/Cake Shop,Cafes,Cafes,"25.8834214,-80.123717",2
Wynwood Art Walk Block Party,84,4.5,1,12071.013737960357,Art Galleries,Food Trucks,Food Trucks,"25.8834214,-80.123717",2
Rolling-Pin Kosher Pareve Bakery,20,4.0,1,265.53474386920504,Bakeries,,,"25.8834214,-80.123717",2
HipPOPs,149,4.5,1,18423.09649638007,Food Trucks,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.8834214,-80.123717",2
Reggae Beets Gourmet Food Truck,61,5.0,1,26786.33454664136,Juice Bars & Smoothies,Food Trucks,Food Trucks,"25.8834214,-80.123717",2
Catered Fit,296,4.0,2,35007.575326778846,Food Delivery Services,,,"25.8834214,-80.123717",2
Ceviche Bowl,33,5.0,2,38085.64425115074,Food Trucks,Seafood,Seafood,"25.8834214,-80.123717",2
La Burguesa,20,5.0,2,37810.383169108965,Hot Dogs,Burgers,Burgers,"25.8834214,-80.123717",2
Fit Food Fresh,186,5.0,2,53509.57237859547,Food Delivery Services,,,"25.8834214,-80.123717",2
Befit Nutrition,50,4.5,2,38371.17104627171,Food Delivery Services,,,"25.8834214,-80.123717",2
Street Kitchen,33,4.0,3,329.05239969724386,Steakhouses,Kosher,Kosher,"25.8871218,-80.1219757",1
Miami Beach Chocolates,74,4.5,2,356.28461171032404,Chocolatiers & Shops,,,"25.8871218,-80.1219757",1
Cafe Vert,81,3.5,2,275.2965011435171,Cafes,Breakfast & Brunch,Breakfast & Brunch,"25.8871218,-80.1219757",1
Serendipity Yogurt Cafe,67,4.0,1,314.9543960608558,Ice Cream & Frozen Yogurt,,,"25.8871218,-80.1219757",1
Suite Habana Cafe,203,5.0,2,11954.441015274526,Coffee & Tea,Bakeries,Bakeries,"25.8871218,-80.1219757",1
Nacho Bizness,135,4.5,1,6745.310197159284,Food Trucks,Tacos,Tacos,"25.8871218,-80.1219757",1
Starbucks,58,3.5,1,206.27021204367128,Coffee & Tea,,,"25.8871218,-80.1219757",1
Walt Grace Vintage,72,5.0,4,12410.535920976736,Guitar Stores,Car Dealers,Car Dealers,"25.8871218,-80.1219757",1
Rolling-Pin Kosher Pareve Bakery,20,4.0,1,206.71878081207487,Bakeries,,,"25.8871218,-80.1219757",1
Wynwood Art Walk Block Party,84,4.5,1,12502.079962980206,Art Galleries,Food Trucks,Food Trucks,"25.8871218,-80.1219757",1
HipPOPs,149,4.5,1,18039.246043913583,Food Trucks,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.8871218,-80.1219757",1
Big Daddy's Liquors,13,4.0,2,281.409164922617,"Beer, Wine & Spirits",,,"25.8871218,-80.1219757",1
Reggae Beets Gourmet Food Truck,61,5.0,1,26378.939247694427,Juice Bars & Smoothies,Food Trucks,Food Trucks,"25.8871218,-80.1219757",1
Catered Fit,296,4.0,2,34647.13081298286,Food Delivery Services,,,"25.8871218,-80.1219757",1
La Burguesa,20,5.0,2,38215.72669178469,Hot Dogs,Burgers,Burgers,"25.8871218,-80.1219757",1
Fit Food Fresh,186,5.0,2,53087.78421475373,Food Delivery Services,,,"25.8871218,-80.1219757",1
Ceviche Bowl,33,5.0,2,38491.28013474867,Food Trucks,Seafood,Seafood,"25.8871218,-80.1219757",1
Befit Nutrition,50,4.5,2,38775.64058405718,Food Delivery Services,,,"25.8871218,-80.1219757",1
CVS Pharmacy,34,1.5,2,200.2520435614583,Drugstores,Convenience Stores,Convenience Stores,"25.8871218,-80.1219757",1
Publix,53,3.0,2,419.8441270172981,Grocery,Drugstores,Drugstores,"25.8871218,-80.1219757",1
Coffee Break-Enjoy,92,4.0,1,125.48722042966268,Patisserie/Cake Shop,Cafes,Cafes,"25.887449,-80.133323",2
Suite Habana Cafe,203,5.0,2,11328.125360210532,Coffee & Tea,Bakeries,Bakeries,"25.887449,-80.133323",2
Nacho Bizness,135,4.5,1,5850.960545089106,Food Trucks,Tacos,Tacos,"25.887449,-80.133323",2
Street Kitchen,33,4.0,3,1014.7489612707768,Steakhouses,Kosher,Kosher,"25.887449,-80.133323",2
Walt Grace Vintage,72,5.0,4,11746.9635042932,Guitar Stores,Car Dealers,Car Dealers,"25.887449,-80.133323",2
